Pima,AZ,32.6607111,-110.6415974
Pinal,AZ,33.4143216,-110.2600274
Santa Cruz,AZ,31.9022338,-110.2953708
Yavapai,AZ,35.2317939,-111.4046713
Yuma,AZ,33.2519756,-112.9291715
Arkansas,AR,34.5300854,-90.776866
Ashley,AR,33.3059262,-91.4977629
Baxter,AR,36.469881,-92.1252433
Benton,AR,36.5535067,-93.9677384
Boone,AR,36.4555921,-92.7614524
Bradley,AR,33.6568665,-91.9675479
Calhoun,AR,33.6508286,-92.2834842
Carroll,AR,36.4424997,-93.2442266
Chicot,AR,33.4909704,-91.0329848
Clark,AR,34.3186523,-92.6657283
Clay,AR,36.4928813,-90.1187166
Cleburne,AR,35.605859,-91.8104009
Cleveland,AR,34.0139116,-91.9675479
Columbia,AR,33.2778978,-92.9218471
Conway,AR,35.4183703,-92.442268
Craighead,AR,35.9707137,-90.4211858
Crawford,AR,35.7213485,-94.0593032
Crittenden,AR,35.5930178,-89.8625978
Cross,AR,35.4454635,-90.5732814
Dallas,AR,34.1824701,-92.442268
Desha,AR,34.1732822,-90.9312314
Drew,AR,33.6643631,-91.4977629
Faulkner,AR,35.2495109,-92.1252433
Franklin,AR,35.7378391,-93.5687053
Fulton,AR,36.5233379,-91.5367214
Garland,AR,34.7028292,-92.9218471
Grant,AR,34.4102188,-92.1647525
Greene,AR,36.2755514,-90.3074902
Hempstead,AR,33.801491,-93.4062051
Hot Spring,AR,34.4866622,-92.721437
Howard,AR,34.4268563,-93.5164404
Independence,AR,36.1064168,-91.0861583
Izard,AR,36.3050963,-91.653805
Jackson,AR,35.9375781,-90.6230644
Jefferson,AR,34.5220509,-91.3976862
Johnson,AR,35.7476521,-93.2442266
Lafayette,AR,33.4003402,-93.3656614
Lawrence,AR,36.1412788,-90.8791832
Lee,AR,34.9177856,-90.5732814
Lincoln,AR,34.0665308,-91.4588392
Little River,AR,33.8293241,-93.9362212
Logan,AR,35.5385716,-93.1500863
Lonoke,AR,35.0519841,-91.3976862
Madison,AR,36.2351716,-93.1500863
Marion,AR,36.4631821,-92.442268
Miller,AR,33.4825853,-93.6094115
Mississippi,AR,36.1169371,-89.5624391
Monroe,AR,34.8852883,-90.6230644
Montgomery,AR,34.689332,-93.4062051
Nevada,AR,33.8106026,-93.0827729
Newton,AR,36.1047717,-92.9218471
Ouachita,AR,33.7314521,-92.6814551
Perry,AR,35.1065016,-92.6415066
Phillips,AR,34.7549969,-90.3552758
Pike,AR,34.3352466,-93.4062051
Poinsett,AR,35.7528737,-90.3832514
Polk,AR,34.8204538,-93.6391388
Pope,AR,35.7310001,-92.5053336
Prairie,AR,35.056437,-91.0861583
Pulaski,AR,35.0466998,-91.7114291
Randolph,AR,36.4894551,-90.725948
St. Francis,AR,35.1387771,-90.4591561
Saline,AR,34.8643097,-92.0273654
Scott,AR,35.1778422,-93.4756051
Searcy,AR,36.1164508,-92.442268
Sebastian,AR,35.3717449,-94.0593032
Sevier,AR,34.182439,-94.018244
Sharp,AR,36.4553158,-90.9312314
Stone,AR,36.0965533,-91.7114291
Union,AR,33.4415645,-92.0273654
Van Buren,AR,35.7716042,-92.2834842
Washington,AR,36.2193586,-93.6391388
White,AR,35.5809783,-91.2416441
Woodruff,AR,35.4131081,-90.6230644
Yell,AR,35.3727513,-92.8266541
Alameda,CA,37.884036,-121.2073083
Alpine,CA,38.8726001,-119.3692827
Amador,CA,38.6884861,-120.1537668
Butte,CA,39.8998636,-121.0247627
Calaveras,CA,38.5110187,-120.1077519
Colusa,CA,39.3805954,-121.7531511
Contra Costa,CA,38.134795,-121.3895578
Del Norte,CA,41.9736357,-123.4537332
El Dorado,CA,39.0205851,-119.9235255
Fresno,CA,37.5541762,-118.2076033
Glenn,CA,39.9181765,-121.9344862
Humboldt,CA,41.2838293,-122.8450335
Imperial,CA,33.6081571,-114.4488803
Inyo,CA,37.4515677,-115.5006344
Kern,CA,36.0730334,-117.8352053
Kings,CA,36.3868203,-119.3692827
Lake,CA,39.3605744,-122.296212
Lassen,CA,41.0799337,-119.6875272
Los Angeles,CA,35.5574689,-116.0633177
Madera,CA,37.8181975,-118.6717926
Marin,CA,38.3639058,-122.251066
Mariposa,CA,37.7954777,-119.3692827
Mendocino,CA,40.0984609,-122.4138779
Merced,CA,37.4848444,-120.1997647
Modoc,CA,41.9895035,-119.6048909
Mono,CA,38.4830262,-117.9283894
Monterey,CA,36.8869141,-120.329688
Napa,CA,38.7813516,-121.7531511
Nevada,CA,39.6863961,-120.1465638
Orange,CA,34.0139499,-117.3189052
Placer,CA,39.3681551,-120.2917098
Plumas,CA,40.5375892,-119.7794723
Riverside,CA,34.2747276,-114.4488803
Sacramento,CA,38.7536606,-120.8419255
San Benito,CA,36.8622947,-120.4753945
San Bernardino,CA,36.1213231,-114.3704388
San Diego,CA,33.6896085,-115.5836902
San Francisco,CA,38.0435579,-122.0024063
San Joaquin,CA,38.1987333,-120.6588013
San Luis Obispo,CA,35.8908651,-119.411288
San Mateo,CA,37.7167193,-121.8891817
Santa Barbara,CA,35.1955929,-119.0420485
Santa Clara,CA,37.5774053,-121.2073083
Santa Cruz,CA,37.2153904,-121.3895578
Shasta,CA,41.3293363,-120.8229742
Sierra,CA,39.8280395,-119.7390352
Siskiyou,CA,42.3046797,-121.5525375
Solano,CA,38.5901236,-121.3895578
Sonoma,CA,38.8565448,-122.4765943
Stanislaus,CA,37.7917702,-120.4753945
Sutter,CA,39.29883,-121.1616995
Tehama,CA,40.6422781,-121.1501299
Trinity,CA,41.1726841,-122.0377802
Tulare,CA,36.7087937,-117.8352053
Tuolumne,CA,38.5899918,-118.9495783
Ventura,CA,34.9578399,-118.1145891
Yolo,CA,39.0424638,-121.3895578
Yuba,CA,39.53064,-120.8876619
Adams,CO,40.1134404,-103.6808542
Alamosa,CO,37.9361864,-105.3637664
Arapahoe,CO,39.8947986,-103.8204064
Archuleta,CO,37.4444503,-106.4944655
Baca,CO,37.6778639,-102.0175652
Bent,CO,38.2844434,-102.5695527
Boulder,CO,40.4235766,-104.9883107
Chaffee,CO,39.0315723,-105.7399767
Cheyenne,CO,39.0779785,-102.1093835
Clear Creek,CO,39.8276879,-105.3851339
Conejos,CO,37.5525799,-105.7399767
Costilla,CO,37.4888101,-104.9883107
Crowley,CO,38.389929,-103.5655073
Custer,CO,38.2019864,-105.0569997
Delta,CO,39.1306512,-107.2513834
Denver,CO,39.8987186,-104.706131
Dolores,CO,38.0347968,-108.0103333
Douglas,CO,39.534632,-104.4266477
Eagle,CO,39.8510691,-106.2112263
Elbert,CO,39.6292465,-103.6808542
El Paso,CO,39.1881221,-103.9600925
Fremont,CO,38.8094246,-104.9883107
Garfield,CO,40.2060558,-106.7391459
Gilpin,CO,40.0138853,-105.197553
Grand,CO,40.3454188,-105.5517803
Gunnison,CO,39.1992872,-105.982228
Hinsdale,CO,38.2127169,-106.8726455
Huerfano,CO,37.8949036,-104.4266477
Jackson,CO,40.9521436,-105.7399767
Jefferson,CO,39.8546786,-104.7540555
Kiowa,CO,38.6563365,-102.2012745
Kit Carson,CO,39.6598751,-102.0175652
Lake,CO,39.3323412,-106.0431724
La Plata,CO,37.4964075,-107.2513834
Larimer,CO,40.9657212,-105.0821012
Las Animas,CO,37.8654024,-103.0756575
Lincoln,CO,39.5981845,-102.3342537
Logan,CO,40.9757411,-102.4773774
Mesa,CO,39.5116532,-107.5930875
Mineral,CO,37.9404986,-106.4944655
Moffat,CO,41.1537288,-107.2132768
Montezuma,CO,37.6091458,-108.105325
Montrose,CO,38.7473193,-107.6306293
Morgan,CO,40.5706929,-103.2166791
Otero,CO,38.2208211,-103.1240339
Ouray,CO,38.3417723,-107.5075022
Park,CO,39.3663798,-105.0821012
Phillips,CO,40.6726744,-102.0902687
Pitkin,CO,39.4354152,-106.3056001
Prowers,CO,38.1247997,-101.7425543
Pueblo,CO,38.5327029,-103.9600925
Rio Blanco,CO,40.526426,-107.2132768
Rio Grande,CO,37.8573994,-105.9283496
Routt,CO,40.7482123,-106.5889555
Saguache,CO,38.5625122,-105.321904
San Juan,CO,37.8983817,-107.4601312
San Miguel,CO,38.2590312,-107.6306293
Sedgwick,CO,40.9917755,-102.0902687
Summit,CO,39.8657915,-105.5517803
Teller,CO,39.000036,-104.9165628
Washington,CO,40.6080805,-101.9651399
Weld,CO,41.0671758,-103.447855
Yuma,CO,40.4172143,-101.7425543
Fairfield,CT,41.5238378,-72.858632
Hartford,CT,42.0580892,-72.2920421
Litchfield,CT,42.0523084,-72.7642985
Middlesex,CT,41.6034841,-72.2170341
New Haven,CT,41.5942725,-72.2920421
New London,CT,41.7853089,-71.5345788
Tolland,CT,41.9747616,-72.1223491
Windham,CT,41.9604549,-71.7906976
Kent,DE,39.4094525,-75.8758765
New Castle,DE,39.8141085,-75.1551184
Sussex,DE,38.9313808,-74.9222351
Alachua,FL,29.967755,-81.7895352
Baker,FL,30.5469889,-82.045654
Bay,FL,30.4887014,-85.1723404
Bradford,FL,30.1269139,-81.9152444
Brevard,FL,28.5779538,-80.2092041
Broward,FL,26.5100525,-79.8536274
Calhoun,FL,30.5014742,-84.9332857
Charlotte,FL,27.0537068,-81.6537072
Citrus,FL,29.041084,-82.2624649
Clay,FL,30.1488543,-81.5225833
Collier,FL,26.3902726,-80.9156608
Columbia,FL,30.489438,-82.0928804
Dade,FL,25.8733038,-80.120454
De Soto,FL,27.3728599,-81.5225833
Dixie,FL,29.8309465,-82.6526625
Duval,FL,30.6576878,-81.0912686
Escambia,FL,30.9456612,-86.8291223
Flagler,FL,29.5640108,-80.9957645
Franklin,FL,30.0911859,-84.3445556
Gadsden,FL,30.7099085,-84.3917936
Gilchrist,FL,29.8420878,-82.5648552
Glades,FL,27.3021469,-80.5632281
Gulf,FL,30.1095216,-84.8427274
Hamilton,FL,30.6293375,-82.694037
Hardee,FL,27.6084871,-81.5663174
Hendry,FL,26.9293186,-80.5632281
Hernando,FL,28.7145729,-82.2191569
Highlands,FL,27.6854752,-80.7396457
Hillsborough,FL,28.3051871,-81.7895352
Holmes,FL,31.0271879,-85.5515412
Indian River,FL,27.8527336,-80.2877262
Jackson,FL,31.0215658,-84.6771669
Jefferson,FL,30.7385779,-83.3774681
Lafayette,FL,30.1843996,-82.9516457
Lake,FL,29.0155587,-81.2664645
Lee,FL,26.981668,-81.4412439
Leon,FL,30.7978095,-83.6734739
Levy,FL,29.6287013,-82.3087364
Liberty,FL,30.4590419,-84.3445556
Madison,FL,30.6124019,-83.2509015
Manatee,FL,27.7962329,-81.8329514
Marion,FL,29.5897428,-81.6156024
Martin,FL,27.239336,-80.1542769
Monroe,FL,25.9413477,-80.0509906
Nassau,FL,30.8996009,-81.3101986
Okaloosa,FL,30.8842566,-86.1488707
Okeechobee,FL,27.6629,-80.3864126
Orange,FL,28.7978647,-80.7396457
Osceola,FL,28.416483,-80.5632281
Palm Beach,FL,26.9701222,-79.7644951
Pasco,FL,28.4802809,-82.1758217
Pinellas,FL,28.0340901,-82.5217391
Polk,FL,28.1769389,-81.1789183
Putnam,FL,29.936413,-81.2664645
St. Johns,FL,30.2807661,-80.9156608
St. Lucie,FL,27.4810534,-80.2877262
Santa Rosa,FL,31.0752961,-86.4701912
Sarasota,FL,27.3582715,-82.0890702
Seminole,FL,28.8696268,-80.9516976
Sumter,FL,28.9875487,-81.5720525
Suwannee,FL,30.4026095,-82.7370419
Taylor,FL,30.4078022,-83.1651552
Union,FL,30.2288839,-82.0890702
Volusia,FL,29.3397144,-80.5632281
Wakulla,FL,30.2844545,-84.0980861
Walton,FL,30.8709787,-85.6629383
Washington,FL,30.7023628,-85.4284592
Appling,GA,31.8639869,-82.0022109
Atkinson,GA,31.4456482,-82.6079435
Bacon,GA,31.6932373,-82.1758217
Baker,GA,31.4340546,-84.2241418
Baldwin,GA,33.1833497,-83.0372898
Banks,GA,34.5257558,-83.2082363
Barrow,GA,34.1621191,-83.442538
Bartow,GA,34.4134589,-84.5589593
Ben Hill,GA,31.9180635,-82.9516457
Berrien,GA,31.4642554,-82.9516457
Bibb,GA,32.936534,-83.4637948
Bleckley,GA,32.5593808,-83.1228201
Brantley,GA,31.3037583,-81.740992
Brooks,GA,31.0261249,-83.2935378
Bryan,GA,32.3258796,-80.9596011
Bulloch,GA,32.5102455,-81.5225833
Burke,GA,33.3874457,-81.4412439
Butts,GA,33.4182843,-83.6971383
Calhoun,GA,31.7141722,-84.3917936
Camden,GA,31.0513446,-81.3473874
Candler,GA,32.5747501,-81.8281713
Carroll,GA,33.712857,-84.8087883
Catoosa,GA,34.9713517,-85.019877
Charlton,GA,31.0979688,-81.5720525
Chatham,GA,32.3017209,-80.6073699
Chattahoochee,GA,32.4460124,-84.5589593
Chattooga,GA,34.6103305,-85.057503
Cherokee,GA,34.3988898,-84.2241418
Clarke,GA,34.0259475,-83.2295076
Clay,GA,31.7966525,-84.7464351
Clayton,GA,33.7058396,-84.1191142
Clinch,GA,31.2773539,-82.3087364
Cobb,GA,34.0479813,-84.3080282
Coffee,GA,31.6702948,-82.5648552
Colquitt,GA,31.3598568,-83.5911827
Columbia,GA,33.6585782,-82.0022109
Cook,GA,31.295479,-83.2082363
Coweta,GA,33.5206351,-84.4754375
Crawford,GA,32.859171,-83.7183074
Crisp,GA,32.0390331,-83.5487492
Dade,GA,35.0571716,-85.2226877
Dawson,GA,34.5600652,-83.8873948
Decatur,GA,31.0251164,-84.2661001
De Kalb,GA,33.9438768,-83.9717608
Dodge,GA,32.4305994,-82.6955269
Dooly,GA,32.3103558,-83.5487492
Dougherty,GA,31.6959618,-83.9717608
Douglas,GA,33.8773707,-84.4754375
Early,GA,31.5423854,-84.6423587
Echols,GA,30.903634,-82.694037
Effingham,GA,32.5287946,-81.1278138
Elbert,GA,34.2272756,-82.6079435
Emanuel,GA,32.8730515,-81.7895352
Evans,GA,32.2182518,-81.7817666
Fannin,GA,35.0044047,-83.9717608
Fayette,GA,33.59905,-84.2241418
Floyd,GA,34.4302787,-84.9747226
Forsyth,GA,34.3833148,-83.8873948
Franklin,GA,34.5118108,-82.9516457
Fulton,GA,34.0995774,-83.8840159
Gilmer,GA,34.8401927,-84.2241418
Glascock,GA,33.3169243,-82.4986751
Glynn,GA,31.5671334,-81.0912686
Gordon,GA,34.6361886,-84.6006744
Grady,GA,31.0580657,-83.9717608
Greene,GA,33.6673707,-82.9087813
Gwinnett,GA,34.0670836,-83.7606235
Habersham,GA,34.7946271,-83.2935378
Hall,GA,34.4551183,-83.5487492
Hancock,GA,33.4373693,-82.7800188
Haralson,GA,33.9404948,-84.9332857
Harris,GA,32.8533707,-84.6006744
Hart,GA,34.4972679,-82.694037
Heard,GA,33.4481294,-84.8918176
Henry,GA,33.5836522,-83.8873948
Houston,GA,32.5725389,-83.3787242
Irwin,GA,31.7412723,-83.0372898
Jackson,GA,34.2651232,-83.2935378
Jasper,GA,33.4737372,-83.4637948
Jeff Davis,GA,31.9750513,-82.3489992
Jefferson,GA,33.2235482,-82.1758217
Jenkins,GA,32.9280993,-81.740992
Johnson,GA,32.880874,-82.4354241
Jones,GA,33.1498567,-83.2509015
Lamar,GA,33.1513545,-84.0154542
Lanier,GA,31.1819854,-82.7800188
Laurens,GA,32.7338713,-82.4809231
Lee,GA,31.9644272,-83.8873948
Liberty,GA,32.1457873,-80.9596011
Lincoln,GA,33.935757,-82.1758217
Long,GA,31.9271991,-81.5663174
Lowndes,GA,31.013132,-83.0372898
Lumpkin,GA,34.7282528,-83.7183074
McDuffie,GA,33.6745618,-82.2624649
McIntosh,GA,31.6269517,-81.1278138
Macon,GA,32.5030504,-83.8029102
Madison,GA,34.2467288,-82.9516457
Marion,GA,32.4788322,-84.2661001
Meriwether,GA,33.2056317,-84.4336307
Miller,GA,31.3534034,-84.4754375
Mitchell,GA,31.3755525,-83.9295927
Monroe,GA,33.1243265,-83.6335869
Montgomery,GA,32.3311859,-82.2624649
Morgan,GA,33.7280254,-83.2082363
Murray,GA,34.9392833,-84.4754375
Muscogee,GA,32.6298905,-84.6423587
Newton,GA,33.7030795,-83.5911827
Oconee,GA,33.9713837,-83.186893
Oglethorpe,GA,34.0600037,-82.7800188
Paulding,GA,34.0622304,-84.6423587
Peach,GA,32.7395854,-83.5699696
Pickens,GA,34.5968049,-84.2031513
Pierce,GA,31.496156,-81.9152444
Pike,GA,33.1629436,-84.2681941
Polk,GA,34.161094,-84.8918176
Pulaski,GA,32.3835332,-83.2082363
Putnam,GA,33.456073,-83.1228201
Quitman,GA,31.9243905,-84.8536946
Rabun,GA,35.0490131,-83.1228201
Randolph,GA,31.9429589,-84.4336307
Richmond,GA,33.4695859,-81.8281713
Rockdale,GA,33.749502,-83.90983
Schley,GA,32.3490555,-84.184067
Screven,GA,32.8575613,-81.3473874
Seminole,GA,31.0861556,-84.6423587
Spalding,GA,33.3382798,-84.184067
Stephens,GA,34.6928182,-83.0372898
Stewart,GA,32.2652205,-84.5589593
Sumter,GA,32.1494377,-83.9717608
Talbot,GA,32.8392571,-84.2661001
Taliaferro,GA,33.7184113,-82.6294773
Tattnall,GA,32.3655469,-81.5720525
Taylor,GA,32.6911199,-83.9717608
Telfair,GA,32.0422201,-82.7370419
Terrell,GA,31.8887162,-84.2241418
Thomas,GA,30.9949,-83.5911827
Tift,GA,31.572785,-83.2935378
Toombs,GA,32.2306507,-82.0890702
Towns,GA,35.0670736,-83.4637948
Treutlen,GA,32.5376551,-82.3273759
Troup,GA,33.2193376,-84.7672272
Turner,GA,31.8494259,-83.3787242
Twiggs,GA,32.8336943,-83.2082363
Union,GA,34.9921462,-83.7183074
Upson,GA,33.0545289,-84.0560076
Walker,GA,34.8324936,-85.0988462
Walton,GA,33.919137,-83.4637948
Ware,GA,31.4395419,-81.9630381
Warren,GA,33.595874,-82.4354241
Washington,GA,33.1123642,-82.5648552
Wayne,GA,31.6612917,-81.6537072
Webster,GA,32.1642425,-84.3080282
Wheeler,GA,32.251089,-82.4354241
White,GA,34.8034948,-83.4637948
Whitfield,GA,34.9498182,-84.7256352
Wilcox,GA,32.1125151,-83.2082363
Wilkes,GA,33.9564748,-82.5217391
Wilkinson,GA,32.9524018,-82.9087813
Worth,GA,31.6802988,-83.6335869
Hawaii,HI,20.214471,-154.6413817
Honolulu,HI,31.6051136,-141.656149
Kalawao,HI,21.3105781,-156.8469137
Kauai,HI,22.2968554,-159.0615536
Maui,HI,21.1317801,-155.8196877
Adair,IA,41.40821,-94.2238572
Adams,IA,41.1996721,-94.4302594
Allamakee,IA,43.5026186,-90.9312314
Appanoose,IA,40.8158601,-92.6015917
Audubon,IA,41.8657723,-94.7205352
Benton,IA,42.2709689,-91.8104009
Black Hawk,IA,42.5793998,-92.1252433
Boone,IA,42.2205244,-93.7317239
Bremer,IA,42.8920169,-92.1252433
Buchanan,IA,42.5881779,-91.653805
Buena Vista,IA,42.8016715,-94.887088
Butler,IA,42.8811765,-92.6015917
Calhoun,IA,42.5103316,-94.3889162
Carroll,IA,42.1891066,-94.5544767
Cass,IA,41.3878854,-94.7205352
Cedar,IA,41.9674935,-90.8791832
Cerro Gordo,IA,43.1789267,-93.0827729
Cherokee,IA,42.9336223,-95.3896763
Chickasaw,IA,43.2027408,-92.1252433
Clarke,IA,41.1523461,-93.5280315
Clay,IA,43.2669409,-94.887088
Clayton,IA,43.0400471,-90.776866
Clinton,IA,42.0113497,-90.3074902
Crawford,IA,42.1671473,-95.0541317
Dallas,IA,41.745342,-93.7317239
Davis,IA,40.8266119,-92.1252433
Decatur,IA,40.9496264,-93.5687053
Delaware,IA,42.5949639,-91.1873502
Des Moines,IA,41.0471154,-90.9175806
Dickinson,IA,43.5345032,-94.9288031
Dubuque,IA,42.6010181,-90.5732814
Emmet,IA,43.4791132,-94.4302594
Fayette,IA,43.0564057,-91.653805
Floyd,IA,43.191892,-92.6015917
Franklin,IA,42.8682214,-93.0827729
Fremont,IA,40.8751694,-95.3896763
Greene,IA,42.2024402,-94.2238572
Grundy,IA,42.5685692,-92.6015917
Guthrie,IA,41.8861383,-94.2238572
Hamilton,IA,42.5457941,-93.4062051
Hancock,IA,43.1690781,-93.4062051
Hardin,IA,42.5601788,-92.9218471
Harrison,IA,41.8265567,-95.5581697
Henry,IA,41.1629012,-91.3422771
Howard,IA,43.5115632,-92.1252433
Humboldt,IA,42.8792217,-93.9362212
Ida,IA,42.4736869,-95.2216623
Iowa,IA,41.7956957,-91.8104009
Jackson,IA,42.2882776,-90.2696635
Jasper,IA,41.7747712,-92.7614524
Jefferson,IA,41.1581864,-91.653805
Johnson,IA,41.8031181,-91.3422771
Jones,IA,42.2838906,-90.8791832
Keokuk,IA,41.4736082,-91.9675479
Kossuth,IA,43.5108463,-93.7210979
Lee,IA,40.9769843,-90.9312314
Linn,IA,42.1983804,-91.4199503
Louisa,IA,41.327503,-91.0329848
Lucas,IA,41.125819,-93.0827729
Lyon,IA,43.525018,-95.8965797
Madison,IA,41.4262363,-93.7317239
Mahaska,IA,41.4635107,-92.442268
Marion,IA,41.4513297,-92.9218471
Marshall,IA,42.1731576,-92.6814551
Mills,IA,41.1969207,-95.3896763
Mitchell,IA,43.5007071,-92.6015917
Monona,IA,42.1341244,-95.7271389
Monroe,IA,41.1386886,-92.6015917
Montgomery,IA,41.178393,-94.9288031
Muscatine,IA,41.6492303,-90.8791832
O'Brien,IA,43.2433121,-95.3896763
Osceola,IA,43.5148019,-95.3476277
Page,IA,40.8985913,-94.887088
Palo Alto,IA,43.2881796,-94.3889162
Plymouth,IA,43.0381915,-95.6404609
Pocahontas,IA,42.8228853,-94.3889162
Polk,IA,41.7611493,-93.2442266
Pottawattamie,IA,41.6584659,-94.9655435
Poweshiek,IA,41.7862668,-92.2834842
Ringgold,IA,40.9323935,-94.0593032
Sac,IA,42.4891376,-94.887088
Scott,IA,41.7726032,-90.3832514
Shelby,IA,41.8508874,-95.0541317
Sioux,IA,43.2172368,-95.8965797
Story,IA,42.2363603,-93.2442266
Tama,IA,42.261523,-92.2834842
Taylor,IA,40.9196453,-94.3889162
Union,IA,41.135283,-94.018244
Van Buren,IA,40.8353261,-91.653805
Wapello,IA,41.1494579,-92.1252433
Warren,IA,41.4420219,-93.2442266
Washington,IA,41.4816818,-91.4977629
Wayne,IA,40.8030117,-93.0827729
Webster,IA,42.5291979,-93.8952576
Winnebago,IA,43.477878,-93.4062051
Winneshiek,IA,43.3661861,-91.653805
Woodbury,IA,42.5800816,-95.4710201
Worth,IA,43.4877333,-93.0827729
Wright,IA,42.8583806,-93.4062051
Ada,ID,43.7373015,-115.7297928
Adams,ID,45.2402281,-115.9793715
Bannock,ID,42.8459784,-111.6307839
Bear Lake,ID,42.4920585,-110.7722649
Benewah,ID,47.4856272,-116.1377049
Bingham,ID,43.7294777,-111.3379395
Blaine,ID,43.9903383,-112.9419695
Boise,ID,44.4722854,-114.8318355
Bonner,ID,48.7482487,-115.5686732
Bonneville,ID,43.9670652,-110.5210538
Boundary,ID,49.0334051,-116.0504689
Butte,ID,44.1593506,-112.1596627
Camas,ID,43.767772,-114.3121289
Canyon,ID,43.9356367,-116.1743059
Caribou,ID,43.0154913,-111.1538349
Cassia,ID,42.6213279,-113.0606125
Clark,ID,44.4529868,-111.863312
Clearwater,ID,47.1653072,-114.5375626
